citedby,persNo,pubID,title,year
10,39037,30022927,Determination of cobalt by catalytic-adsorptive differential pulse voltammetry,1996
20,39037,30353421,Determination of trace amounts of iron by catalytic-adsorptive stripping voltammetry,1996
37,39037,30363578,Catalytic-adsorptive stripping voltammetric determination of molybdenum in plant foodstuffs,1996
12,39037,30376738,"Catalytic-adsorptive stripping voltammetry of cobalt in the presence of 2,2?-bipyridine and nitrite",1996
11,39037,29069030,Determination of molybdenum using polarographic catalytic current,1995
42,39037,29404870,Self-assembled conducting polymer monolayers of poly(3-octylthiophene) on gold electrodes,1995
45,39037,28393559,Voltammetric determination of dopamine in the presence of ascorbic acid at over-oxidized polypyrrole-indigo carmine film-coated electrodes,1994
17,39037,2387693,Electrochemical behavior of chromium(III)-hexacyanoferrate film modified electrodes: Voltammetric and electrochemical impedance studies,1994
108,39037,2708985,Mechanism of ionic and redox sensitivity of p-type conducting polymers. Part 2. Experimental study of polypyrrole,1994
33,39037,1514651,Electrochemistry of ascorbic acid at polypyrrole/ dodecyl sulphate film-coated electrodes and its application,1994
24,39037,28267628,Permeability controllable overoxidised polypyrrole film modified glassy carbon electrodes,1994
14,39037,28201166,Electrochemical properties of polypyrrole films polymerized in the presence of Methylene Blue,1994
29,39037,1476030,Electrochemical study of bilayer conducting polymers: Polypyrrole/polyaniline system,1994
13,39037,28462235,Electrochemical impedance spectroscopic study of electropolymerized poly(paraphenylene) film on platinum electrode surface,1994
48,39037,28408348,Electrochemical behaviour of polypyrrole film polymerized in indigo carmine solution,1994
65,39037,27882450,Electrochemical behaviour of dopamine and ascorbic acid at overoxidized polypyrrole(dodecyl sulphate) film-coated electrodes,1993
13,39037,27302141,Voltammetric response of dopamine at an overoxidised polypyrrole-dodecyl sulfate film coated electrode,1993
31,39037,236015,"Electrochemical study of copper-heptacyanonitrosylferrate film modified electrodes: Preparation, properties and applications",1993
10,39037,43949169693,Electrochemical study on the polypyrrole-polyaniline bilayers,1993
5,39037,44949269988,Electrochemical study on polypyrrole - poly(3-octylthiophene) bilayer films,1993
14,39037,27557005,Electrochemical study on polypyrrole-poly(3-octylthiophene) bilayer films,1993
14,39037,27558863,Electrochemical study on the polypyrrole-polyaniline bilayers,1993
39,39037,216791,Electrochemical impedance spectroscopy of cobalt(II)-hexacyanoferrate film modified electrodes,1993
9,39037,6258054,Electrochemical sensor of nitrite based on an inorganic film modified glassy carbon electrode,1993
37,39037,2456370,Voltammetric and amperometric determination of ascorbic acid at a chemically modified carbon fibre microelectrode,1993
39,39037,26562811,Electrocatalysis and flow-injection analysis of hydrogen peroxide at a chemically modified electrode,1992
17,39037,8905877,Voltammetric determination of traces of cobalt(II) with a chemically modified carbon paste electrode,1991
4,39037,44949276934,Anodic stripping voltammetric determination of traces of mercury with a chemically modified electrode,1991
101,39037,872333,Electrochemical and spectroscopic studies of cobalt-hexacyanoferrate film modified electrodes,1991
24,39037,1593442,Determination of iron(II) with chemically-modified carbon-paste electrodes,1991
32,39037,26020368,Potassium ion-selective electrode based on a cobalt(II)-hexacyanoferrate film-modified electrode,1991
2,39037,25100485,Single-sweep polarography of the copper(II)-3-hydroxy-1-p-sulphonatophenyl- 3-phenyltriazene complex and its analytical applications,1990
7,39037,25666392,Single-sweep polarographic determination of nitrite in cobalt(II)-thiocyanate medium,1990
2,39037,25151186,Differential-pulse polarography of amino acids in acetaldehyde-borax medium,1990
28,39037,25182179,Determination of trace amounts of nitrite by single-sweep polarography,1990
33,39037,25608664,"Preconcentration and differential-pulse voltammetric determination of iron(II) with Nafion-1,10-phenanthroline-modified carbon paste electrodes",1990
28,39037,25335136,Voltammetric determination of trace amounts of gold(III) with a carbon paste electrode modified with chelating resin,1990
27,39037,25248397,Determination of trace amounts of silver with a chemically modified carbon paste electrode,1990
12,39037,9744275227,Single sweep polarography of palladium-dimethylglyoxime complex,1988
4,39575,85014956469,Gate-Tunable Giant Stark Effect in Few-Layer Black Phosphorus,2017
7,39575,84998842204,Tuning charge and correlation effects for a single molecule on a graphene device,2016
4,39575,84992740391,Substoichiometric Molybdenum Sulfide Phases with Catalytically Active Basal Planes,2016
4,39575,84990842282,Oscillating edge states in one-dimensional MoS<inf>2</inf> nanowires,2016
9,39575,84960496091,Nanoscale Control of Rewriteable Doping Patterns in Pristine Graphene/Boron Nitride Heterostructures,2016
8,39575,84952342525,Molecular Self-Assembly in a Poorly Screened Environment: F<inf>4</inf>TCNQ on Graphene/BN,2015
3,39575,84946555389,Studying Edge Defects of Hexagonal Boron Nitride Using High-Resolution Electron Energy Loss Spectroscopy,2015
40,39575,84926627318,Probing the Role of Interlayer Coupling and Coulomb Interactions on Electronic Structure in Few-Layer MoSe<inf>2</inf>Nanostructures,2015
9,39575,84911452852,Supramolecular structure of self-assembled monolayers of ferrocenyl terminated n -alkanethiolates on gold surfaces,2014
39,39575,84914165906,Lattice relaxation at the interface of two-dimensional crystals: Graphene and hexagonal boron-nitride,2014
13,39575,84903487699,Imaging and tuning molecular levels at the surface of a gated graphene device,2014
29,39575,84906753027,Periodic grain boundaries formed by thermal reconstruction of polycrystalline graphene film,2014
2,39575,84890540229,Single-molecule chemical reactions tracked at the atomic-bond level,2013
47,39575,84899552693,Order-disorder transition in a two-dimensional boron-carbon-nitride alloy,2013
20,39575,84886994003,Properties of strained structures and topological defects in graphene,2013
12,39575,84882296905,Room-temperature ice growth on graphite seeded by nano-graphene oxide,2013
35,39575,84873662764,Step flow versus mosaic film growth in hexagonal boron nitride,2013
3,39575,84872893273,Growing suspended graphene on C<inf>60</inf> molecules,2012
65,39575,84871786367,Probing the catalytic activity of porous graphene oxide and the origin of this behaviour,2012
85,39575,84867348596,Transforming MoirŽ blisters into geometric graphene nano-bubbles,2012
122,39575,84864700240,Fluorinated graphene for promoting neuro-induction of stem cells,2012
25,39575,84856140167,Using the graphene moirŽ pattern for the trapping of C <inf>60</inf> and homoepitaxy of graphene,2012
198,39575,84555163598,Electrochemical delamination of CVD-grown graphene film: Toward the recyclable use of copper catalyst,2011
73,39575,79959669484,Room temperature ferromagnetism in partially hydrogenated epitaxial graphene,2011
312,39575,79955818551,Transforming C 60 molecules into graphene quantum dots,2011
13,39575,77957320552,Towards high efficiency solution processable inverted bulk heterojunction polymer solar cells using modified indium tin oxide cathode,2010
72,39575,78049352771,Toward high throughput interconvertible graphane-to-graphene growth and patterning,2010
16,39575,70349678966,Ionic liquid-functionalized carbon nanoparticles-modified cathode for efficiency enhancement in polymer solar cells,2009
79,39575,70350607979,Plasmon dispersion on epitaxial graphene studied using high-resolution electron energy-loss spectroscopy,2009
599,39575,69549120304,"One-pot synthesis of fluorescent carbon nanoribbons, nanoparticles, and graphene by the exfoliation of graphite in ionic liquids",2009
3,39575,68249136946,Effects and thermal stability of hydrogen microwave plasma treatment on tetrahedral amorphous carbon films by in situ ultraviolet photoelectron spectroscopy,2009
6,39575,58049147031,High resolution electron energy loss spectroscopy study of Zinc phthalocyanine and tetrafluoro tetracyanoquinodimethane on Au (1 1 1),2009
2,40454,85015240384,Rhodium-Catalyzed Enantioselective Isomerization of Secondary Allylic Alcohols,2017
5,40454,85012008918,Construction of Nine-Membered Heterocycles through Palladium-Catalyzed Formal [5+4] Cycloaddition,2017
4,40454,85007002428,Formal [3 + 2] cycloaddition of ?-unsubstituted isocyanoacetates and methyleneindolinones: Enantioselective synthesis of spirooxindoles,2017
1,40454,85012956528,"Access to Enantiopure Triarylmethanes and 1,1-Diarylalkanes by NHC-Catalyzed Acylative Desymmetrization",2017
11,40454,84990954571,"Stereoselective 1,6-Conjugate Addition/Annulation of para-Quinone Methides with Vinyl Epoxides/Cyclopropanes",2016
0,40454,84977597323,Back Cover: A Catalyst-Enabled Diastereodivergent Aza-DielsÐAlder Reaction: Complementarity of N-Heterocyclic Carbenes and Chiral Amines (Chem. Eur. J. 28/2016),2016
6,40454,84971476749,Cobalt-Catalyzed Enantioselective Vinylation of Activated Ketones and Imines,2016
2,40454,84992134062,Access to Acyclic Z-Enediynes by Alkyne Trimerization: Cooperative Bimetallic Catalysis Using Air as the Oxidant,2016
1,40454,84975229792,Iron-catalyzed transfer hydrogenation of imines assisted by an iron-based Lewis acid,2016
6,40454,84977504101,A Catalyst-Enabled Diastereodivergent Aza-DielsÐAlder Reaction: Complementarity of N-Heterocyclic Carbenes and Chiral Amines,2016
5,40454,84982684496,Asymmetric Transfer Hydrogenation of Imines using Alcohol: Efficiency and Selectivity are Influenced by the Hydrogen Donor,2016
10,40454,84946491920,Cobalt-Catalyzed Allylation of Heterobicyclic Alkenes: Ligand-Induced Divergent Reactivities,2015
33,40454,84936984598,Iron-catalyzed amination of alcohols assisted by Lewis acid,2015
15,40454,84930646130,Phase-transfer-catalyzed enantioselective ?-hydroxylation of acyclic and cyclic ketones with oxygen,2015
35,40454,84928501348,Dynamic kinetic asymmetric amination of alcohols: From a mixture of four isomers to diastereo- and enantiopure ?-branched amines,2015
61,40454,84921492255,Catalytic divergent synthesis of 3 H or 1 H pyrroles by [3 + 2] cyclization of allenoates with activated isocyanides,2015
2,40454,84922797612,"Synthesis and SAR studies of novel 6,7,8-substituted 4-substituted benzyloxyquinolin-2(1H)-one derivatives for anticancer activity",2015
29,40454,84910014471,Stereoselective synthesis of ?-lactones or spiro-heterocycles through NHC-catalyzed annulation: Divergent reactivity by catalyst control,2014
20,40454,84910051219,Highly enantioselective Michael addition of 3-arylthio- and 3-alkylthiooxindoles to nitroolefins catalyzed by a simple cinchona alkaloid derived phosphoramide,2014
33,40454,84900846254,Highly diastereo- and enantioselective silver-catalyzed double [3+2] cyclization of ?-imino esters with isocyanoacetate,2014
57,40454,84893953934,Catalytic enantioselective amination of alcohols by the use of borrowing hydrogen methodology: Cooperative catalysis by iridium and a chiral phosphoric acid,2014
18,40454,84891820549,"Enantioselective oxidation of 1,2-diols with quinine-derived urea organocatalyst",2014
92,40454,84890480675,One-pot tandem approach to spirocyclic oxindoles featuring adjacent spiro-stereocenters,2013
5,40454,84887053694,Conducting channel at the LaAlO<inf>3</inf>/SrTiO<inf>3</inf> interface,2013
11,40454,84879998690,"Practical, highly stereoselective allyl- and crotylsilylation of aldehydes catalyzed by readily available Cinchona alkaloid amide",2013
60,40454,84878566444,Anisotropic two-dimensional electron gas at the LaAlO3 /SrTiO3 (110) interface,2013
5,40454,84877084747,Kinetic resolution of 3-hydroxy-3-substituted oxindoles through NHC-catalyzed oxidative esterification,2013
46,40454,84873330900,Kinetic resolution of tertiary alcohols: Highly enantioselective access to 3-hydroxy-3-substituted oxindoles,2013
9,40454,84865153886,Variable range hopping in TiO<inf>2</inf> insulating layers for oxide electronic devices,2012
39,40454,84867033124,Stereoselective synthesis of Z-alkenes,2012
10,40454,84867526062,Reversible ferromagnetism in rutile TiO 2 single crystals induced by nickel impurities,2012
3,40454,84864595851,Metallic state in La-doped YBa <inf>2</inf>Cu <inf>3</inf>O <inf>y</inf> thin films with n-type charge carriers,2012
11,40454,80455124099,Reversible metal-insulator transition in LaAlO3 thin films mediated by intragap defects: An alternative mechanism for resistive switching,2011
58,40454,80053327873,Metal-insulator transition in SrTiO<inf>3-x</inf> thin films induced by frozen-out carriers,2011
2,40454,80052806127,Scaling of flat band potential and dielectric constant as a function of Ta concentration in Ta-TiO2 epitaxial films,2011
15,40454,79951928334,Multifunctional Ti1-x Tax O2: Ta doping or alloying?,2011
6,40454,84954127613,Facet-dependent performance of BiOBr for photocatalytic reduction of Cr(VI),2016
9,40454,84939606509,Facet-dependent performance of Cu<inf>2</inf>O nanocrystal for photocatalytic reduction of Cr(VI),2015
8,40454,84915788344,Template-free synthesis of core-shell TiO<inf>2</inf> microspheres covered with high-energy {116}-Facet-Exposed N-Doped nanosheets and enhanced photocatalytic activity under visible light,2014
41,40454,84896971791,A novel core-shell magnetic nano-sorbent with surface molecularly imprinted polymer coating for the selective solid phase extraction of dimetridazole,2014
3,40454,84893209639,Titania-photocatalyzed transfer hydrogenation reactions with methanol as a hydrogen source: Enhanced catalytic performance by Pd-Pt alloy at ambient temperature,2014
9,40454,84893502552,Control of exposed facet and morphology of anatase crystals through TiO<inf>x</inf>F<inf>y</inf> precursor synthesis and impact of the facet on crystal phase transition,2014
2,40454,84899836298,Photocatalytic reduction of cr(vi) under visible light over bi2wo6 with different morphologies,2014
0,40454,84901950642,Photocatalytic reduction of uranyl ions over rutile TiO<inf>2</inf> nanorods with different aspect ratios,2014
33,40454,84886690049,Uniform mesoporous Anatase-brookite biphase TiO<inf>2</inf> hollow spheres with high crystallinity via ostwald ripening,2013
3,40454,84879966105,Photocatalytic reduction of Uranyl ions over Anatase and Rutile Nanostructured TiO<inf>2</inf>,2013
41,40454,84878706799,Facile synthesis of uniform ?-Fe&lt;inf&gt;2&lt;/inf&gt;O&lt;inf&gt;3&lt;/inf&gt; crystals and their facet-dependent catalytic performance in the photo-Fenton reaction,2013
14,40454,84870418444,Catalytic performance of V2O5/ZrO2-Al 2O3 for methanol oxidation,2013
0,40454,84880264599,Wet-chemical synthesis of the size-controlled BaTiO<inf>3</inf> nanoparticles for embedded capacitors,2012
3,40454,84868617894,"KCl-assisted, chemically reduced graphene oxide for high-performance supercapacitor electrodes",2012
56,40454,84863386948,The surface-structure sensitivity of dioxygen activation in the anatase-photocatalyzed oxidation reaction,2012
82,40454,84863116016,Visible-light-induced selective photocatalytic aerobic oxidation of amines into imines on TiO 2,2012
1,40454,81255129366,Synthesis and crystal structure of a magnesium metal-organic framework,2011
17,40454,79957607209,Ionothermal synthesis and crystal structure of a magnesium metal-organic framework,2011
29,40454,79951942791,Selective oxidation of methanol to dimethoxymethane over acid-modified V<inf>2</inf>O<inf>5</inf>/TiO<inf>2</inf> catalysts,2011
2,40454,77957242250,Oxidative dehydrogenation of ethane to ethene over a superbase supported LiCl system,2010
42,40454,67651210499,Preparation and characterization of N-I co-doped nanocrystal anatase TiO2 with enhanced photocatalytic activity under visible-light irradiation,2009
5,40454,65149102422,"Preparation, spectral analysis and photocatalytic activities of TiO2 films codoped with iron and nitrogen",2009
5,40454,33846008774,Phase transformation of zirconia in sulfated zirconia-LiCl system,2007
0,40454,33750465870,Preparation of nanoscale ytterbia by wet chemical methods,2004
16,40454,1842854554,Effect of zirconia phase on the reduction behaviour of highly dispersed zirconia-supported copper oxide,2004
5,40454,33750503262,Crystal structure and acidity of solid acid SO42-/ZrO2 and its catalytic activity for isomerization of butane,2002
6,40454,36822735,Effect of zirconia crystal phase on the activity of Mo-based nanostructure zirconia HDS catalysts,2002
61,40454,242589311,A comparison of surface acidic features between tetragonal and monoclinic nanostructured zirconia,2002
0,40454,85027005133,Catalyst-Enabled Scaffold Diversity: Highly Chemo- and Stereoselective Synthesis of Tricyclic Ketals and Triarylmethanes,2017
0,40454,85019436174,Enantioselective Synthesis of Tetrahydroquinolines by Borrowing Hydrogen Methodology: Cooperative Catalysis by an Achiral Iridacycle and a Chiral Phosphoric Acid,2017
4,40454,85021673593,Divergent reactivities in fluoronation of allylic alcohols: Synthesis of: Z -fluoroalkenes via carbon-carbon bond cleavage,2017
0,40454,85027276880,"Three-component reactions of isocyanoacetates, amines and 3-formylchromones initiated by an unexpected: Aza -Michael addition",2017
39,40454,84911138320,"Kinetic resolution of 1,1-biaryl-2,2-diols and amino alcohols through NHC-catalyzed atroposelective acylation",2014
0,46291,85025080707,Influence of chitosan-based coatings on the physicochemical properties and pectin nanostructure of Chinese cherry,2017
0,46291,85024098679,Nanostructural analysis and textural modification of tilapia fish gelatin affected by gellan and calcium chloride addition,2017
0,46291,85030867913,Characterization and purification of anthocyanins from black peanut (Arachis hypogaea L.) skin by combined column chromatography,2017
0,46291,85025453364,"Effects of Bromelain Tenderisation on Myofibrillar Proteins, Texture and Flavour of Fish Balls Prepared from Golden Pomfret",2017
0,46291,85018465363,Development of a portable electrolytic sanitising unit for the production of neutral electrolysed water,2017
1,46291,85014510217,Replacement of eggs with soybean protein isolates and polysaccharides to prepare yellow cakes suitable for vegetarians,2017
1,46291,85016163971,Structure characteristics of an acidic polysaccharide purified from banana (Musa nana Lour.) pulp and its enzymatic degradation,2017
0,46291,85015410847,Development of eggless cakes suitable for lacto-vegetarians using isolated pea proteins,2017
4,46291,85008940824,Effects of calcium treatment and low temperature storage on cell wall polysaccharide nanostructures and quality of postharvest apricot (Prunus armeniaca),2017
5,46291,85006736197,Treatment with low-concentration acidic electrolysed water combined with mild heat to sanitise fresh organic broccoli (BrassicaÊoleracea),2017
4,46291,85010310625,"Carvacrol nanoemulsion combined with acid electrolysed water to inactivate bacteria, yeast in vitro and native microflora on shredded cabbages",2017
3,46291,85010842196,Evaluation of the metabolic response of Escherichia coli to electrolysed water by<sup>1</sup>H NMR spectroscopy,2017
3,46291,85011301752,Effects of Vacuum Impregnation with Calcium Lactate and Pectin Methylesterase on Quality Attributes and Chelate-Soluble Pectin Morphology of Fresh-Cut Papayas,2017
1,46291,85015663982,Evaluation of tilapia skin gelatin as a mammalian gelatin replacer in acid milk gels and low-fat stirred yogurt,2017
10,46291,84996605229,"Gelatin addition improves the nutrient retention, texture and mass transfer of fish balls without altering their nanostructure during boiling",2017
2,46291,85006804234,Low temperature cleanup combined with magnetic nanoparticle extraction to determine pyrethroids residue in vegetables oils,2017
2,46291,85007427136,Effect of Vacuum Impregnation Combined with Calcium Lactate on the Firmness and Polysaccharide Morphology of Kyoho Grapes (Vitis vinifera x V. labrusca),2017
11,46291,84992080052,"Efficacy of low concentration neutralised electrolysed water and ultrasound combination for inactivating Escherichia coli ATCC 25922, Pichia pastoris GS115 and Aureobasidium pullulans 2012 on stainless steel coupons",2017
10,46291,84984852094,Pyrethroid residue determination in organic and conventional vegetables using liquid-solid extraction coupled with magnetic solid phase extraction based on polystyrene-coated magnetic nanoparticles,2017
12,46291,84979783880,Effects of potential organic compatible sanitisers on organic and conventional fresh-cut lettuce (Lactuca sativa Var. Crispa L),2017
5,46291,84995489548,Influence of Rice Bran Wax Coating on the Physicochemical Properties and Pectin Nanostructure of Cherry Tomatoes,2017
12,46291,84986268170,Effects of Fish Gelatin and Tea Polyphenol Coating on the Spoilage and Degradation of Myofibril in Fish Fillet During Cold Storage,2017
4,46291,84975275464,Influence of Washing and Cold Storage on Lipid and Protein Oxidation in Catfish (Clarias lazera) Surimi,2016
11,46291,84954549029,Fish gelatin combined with chitosan coating inhibits myofibril degradation of golden pomfret (Trachinotus blochii) fillet during cold storage,2016
3,46291,84964600377,Regiospecific synthesis of prenylated flavonoids by a prenyltransferase cloned from Fusarium oxysporum,2016
22,46291,84922386188,Chitosan combined with calcium chloride impacts fresh-cut honeydew melon by stabilising nanostructures of sodium-carbonate-soluble pectin,2015
32,46291,84911909469,Effects of salt and sugar addition on the physicochemical properties and nanostructure of fish gelatin,2015
13,46291,84904355146,Preparation of organic tofu using organic compatible magnesium chloride incorporated with polysaccharide coagulants,2015
2,46291,84921067714,Kinetics of argy wormwood (Artemisia argyi) leaf peroxidase and chlorophyll content changes due to thermal and thermosonication treatment,2015
0,46291,84929207991,Kinetics of Protein Extraction in Reverse Micelle,2015
7,46291,84943246556,Structure and Antioxidant Activities of Proanthocyanidins from Elephant Apple (Dillenia indica Linn.),2015
17,46291,84926357021,"Structure, antioxidant and ?-amylase inhibitory activities of longan pericarp proanthocyanidins",2015
11,46291,84958656223,"Atomic Force Microscopy (AFM): Principles, modes of operation and limitations",2014
2,46291,84958608893,Application of atomic force microscopy in food-related macromolecules,2014
4,46291,84900219290,Extraction and physicochemical properties of soya bean protein and oil by a new reverse micelle system compared with other extraction methods,2014
18,46291,84884939981,Effects of blackberry juice on growth inhibition of foodborne pathogens and growth promotion of Lactobacillus,2014
5,46291,84911370676,Anti-tumor and immunostimulatory functions of two feruloyl oligosaccharides produced from wheat bran and fermented by Aureobasidium pullulans,2014
3,46291,84905729247,Probing starch-iodine interaction by atomic force microscopy,2014
7,46291,84921033814,Effects of saccharide on the structure and antigenicity of ?-conglycinin in soybean protein isolate by glycation,2014
17,46291,84885131584,Drying-induced protein and microstructure damages of squid fillets affected moisture distribution and rehydration ability during rehydration,2014
11,46291,84888044895,In vitro study of the interaction between pectinase and chelate-soluble pectin in postharvest apricot fruits,2013
17,46291,84885898065,Phytochemical analyses of Ziziphus jujuba Mill. var. spinosa seed by ultrahigh performance liquid chromatography-tandem mass spectrometry and gas chromatography-mass spectrometry,2013
13,46291,84875773570,"Sanitizing effectiveness of commercial ""active water"" technologies onEscherichia coli O157: H7, Salmonella enterica and Listeria monocytogenes",2013
7,46291,84876982746,Optimization of Supercritical Fluid Extraction of Phenolics from Date Seeds and Characterization of its Antioxidant Activity,2013
3,46291,84875157382,Nanostructural difference of water-soluble pectin and chelate-soluble pectin among ripening stages and cultivars of Chinese cherryy,2013
1,46291,84877868872,Progress in research on effect of different processing and storage methods for changes of nutritious and antioxidant activities,2013
1,46291,84892042491,Polymer morphology,2012
0,46291,84892073883,Morphology analysis of fruit polysaccharides using atomic force microscopy,2012
0,46291,84867178260,Antibacterial mechanism of catfish bone hydrolysate revealed by atomic force and transmission electron microscopy,2012
19,46291,84861582141,Effects of ripening stage and cultivar on physicochemical properties and pectin nanostructures of jujubes,2012
7,46291,84859201365,Optimization of enzymatic hydrolysis of channel catfish bones for preparing antimicrobial agents,2012
10,46291,82855175203,"Chemical composition, angiotensin-converting enzyme-inhibitory activity and antioxidant activities of few-flower wild rice (Zizania latifolia Turcz.)",2012
15,46291,80054769965,Effects of temperature and cultivar on nanostructural changes of water-soluble pectin and chelate-soluble pectin in peaches,2012
10,46291,79953186443,Selenium accumulation in protein fractions during germination of Se-enriched brown rice and molecular weights distribution of Se-containing proteins,2011
40,46291,78650677767,Quality attributes and cell wall properties of strawberries (Fragaria annanassa Duch.) under calcium chloride treatment,2011
11,46291,79958154701,"Effects of protein content, glutenin-to-gliadin ratio, amylose content, and starch damage on textural properties of chinese fresh white noodles",2011
22,46291,79958773681,Aqueous enzymatic extraction of oil and protein hydrolysates from roasted peanut seeds,2011
16,46291,79955119475,Impact of far-infrared radiation-assisted heat pump drying on chemical compositions and physical properties of squid (Illex illecebrosus) fillets,2011
49,46291,77955768555,"Amino acid composition, molecular weight distribution and antioxidant activity of protein hydrolysates of soy sauce lees",2011
9,46291,78651452611,Nano-Structures of DeBranched Potato Starch Obtained by Isoamylolysis,2011
0,46291,78650661168,Effect of ratio of 7S and 11S globulin on the properties of the mixture for molded soybean protein materials,2010
21,46291,76749134750,"Morphology, profile and role of chelate-soluble pectin on tomato properties during ripening",2010
0,46291,84859179944,Influence of pure oxygen on nanostructure of water-soluble pectin in pear (Pyrus bretschneideri Rehd cv. Huangguan),2010
8,46291,70449129743,Structural changes in polysaccharides isolated from chestnut (Castanea mollissima Bl.) fruit at different degrees of hardening,2010
36,46291,70349089694,"Changes in firmness, pectin content and nanostructure of two crisp peach cultivars after storage",2010
41,46291,67650985959,Effect of calcium treatment on nanostructure of chelate-soluble pectin and physicochemical and textural properties of apricot fruits,2009
35,46291,54049118361,Effects of concentration on nanostructural images and physical properties of gelatin from channel catfish skins,2009
33,46291,58749085388,Comparative studies on nanostructures of three kinds of pectins in two peach cultivars using atomic force microscopy,2009
19,46291,52949131503,The nanostructure of hemicellulose of crisp and soft Chinese cherry (Prunus pseudocerasus L.) cultivars at different stages of ripeness,2009
48,46291,44649153752,Effects of alkaline and acid pretreatment on the physical properties and nanostructures of the gelatin from channel catfish skins,2008
30,46291,44049104359,Effects of heating modes and sources on nanostructure of gelatinized starch molecules using atomic force microscopy,2008
6,46291,53549096773,Application of atomic force microscopy on rapid determination of microorganisms for food safety,2008
27,46291,48749117720,"Physicochemical properties, firmness, and nanostructures of sodium carbonate-soluble pectin of 2 chinese cherry cultivars at 2 ripening stages",2008
16,46291,43749102048,Characterization of fish gelatin at nanoscale using atomic force microscopy,2008
0,46291,35649014436,Characterization of nanostructure of food macromolecules using atomic force microscopy,2007
24,46291,35348917751,Nanostructural characterization of catfish skin gelatin using atomic force microscopy,2007
77,46291,34248153254,Application of atomic force microscopy as a nanotechnology tool in food science,2007
94,46291,34248173463,2-Step optimization of the extraction and subsequent physical properties of channel catfish (Ictalurus punctatus) skin gelatin,2007
20,46291,33646009684,Manipulate and stretch single pectin molecules with modified molecular combing and fluid fixation techniques,2006
26,46291,21844434185,Microstructure changes of sodium carbonate-soluble pectin of peach by AFM during controlled atmosphere storage,2006
40,46291,29144492252,Atomic force microscopy study of the ultrastructural changes of chelate-soluble pectin in peaches under controlled atmosphere storage,2006
15,46291,12344305576,Kinetics of relative electrical conductivity and correlation with gas composition in modified atmosphere packaged bayberries (Myrica rubra Siebold and Zuccarini),2005
32,46291,18744396663,Atomic force microscopy of the water-soluble pectin of peaches during storage,2005
23,46291,16844370970,Visualization and quantitative roughness analysis of peach skin by atomic force microscopy under storage,2005
0,46291,30044449046,Effect of protease on the extraction of protein in reverse micelles,2004
1,46291,17844406906,Quantitative roughness analysis of post-harvest Agaricus bisporus by atomic force microscopy,2004
35,46291,3242656355,Effects of pres0sure reduction rate on quality and ultrastructure of iceberg lettuce after vacuum cooling and storage,2004
5,46291,5144232318,Experimental study on Michaelis-Menten type respiration model,2004
0,46291,85028868031,Effects of sucrose addition on the rheology and microstructure of ?-carrageenan gel,2017
2,52218,85019647073,"Cobalt-Catalyzed Asymmetric Hydroboration/Cyclization of 1,6-Enynes with Pinacolborane",2017
7,52218,85011957449,Cobalt-Catalyzed Regiodivergent Hydrosilylation of Vinylarenes and Aliphatic Alkenes: Ligand- and Silane-Dependent Regioselectivities,2017
3,52218,85016393279,Cobalt-Catalyzed Z-Selective Hydrosilylation of Terminal Alkynes,2017
88,52218,84896515832,"Pd-catalyzed ?-arylation of ?,?-difluoroketones with aryl bromides and chlorides. A route to difluoromethylarenes",2014
72,52218,84893445271,Controlling first-row catalysts: Amination of aryl and heteroaryl chlorides and bromides with primary aliphatic amines catalyzed by a BINAP-ligated single-component Ni(0) complex,2014
30,52218,84883825239,Palladium-catalyzed ?-arylation of zinc enolates of esters: Reaction conditions and substrate scope,2013
67,52218,84870981739,"Highly reactive, single-component nickel catalyst precursor for Suzuki-Miyuara cross-coupling of heteroaryl boronic acids with heteroaryl halides",2012
79,52218,80054748846,"Nickel-catalyzed asymmetric ?-arylation and heteroarylation of ketones with chloroarenes: Effect of halide on selectivity, oxidation state, and room-temperature reactions",2011
37,52218,61849169655,"Scandium, yttrium, and lanthanum benzyl and alkynyl complexes with the N-(2-pyrrolidin-1-ylethyl)-1,4-diazepan-6-amido ligand: Synthesis, characterization, and Z-selective catalytic linear dimerization of phenylacetylenes",2009
32,52218,55249091147,"Neutral and cationic rare earth metal alkyl and benzyl compounds with the 1,4,6-trimethyl-6-pyrrolidin-1-yl-1,4-diazepane ligand and their performance in the catalytic hydroamination/cyclization of aminoalkenes",2008
75,52218,47949121369,Highly efficient hydrosilylation of alkenes by organoyttrium catalysts with sterically demanding amidinate and guanidinate ligands,2008
32,52218,38049147959,Highly efficient regio- and stereoselective dimerization of (hetero)aromatic terminal alkynes by organo rare-earth metal catalysts,2007
23,52218,35748981769,"Monoanionic fac-?<sup>3</sup> ligands derived from 6-amino-1,4-diazepine: Ligand dependence of stability and catalytic activity of their scandium alkyl derivatives",2007
26,52218,33746748164,"The 6-amino-6-methyl-1,4-diazepine group as an ancillary ligand framework for neutral and cationic scandium and yttrium alkyls",2006
2,52218,28844435418,"The first synthesised examples of di-siloxy-substituted cyclopentadienyl zirconocenes, their synthesis, structure and activity in ethylene polymerisation",2006
0,52715,85030087920,Photoinduced Nickel-Catalyzed Chemo- and Regioselective Hydroalkylation of Internal Alkynes with Ether and Amide ?-Hetero C(sp<sup>3</sup>)-H Bonds,2017
